State,City,Street,Zipcode,Bedroom,Bathroom,Area,PPSq,LotArea,MarketEstimate,RentEstimate,Latitude,Longitude,ListedPrice
AZ,Phoenix,N 23rd Pl,85020,3,2.5,3009,448.6540379,0.356496786,,,33.54293,-112.03101,1350000
AZ,Phoenix,E Sunnyside Dr,85028,3,2,2290,340.6113537,0.204522498,,,33.593613,-112.000404,780000
AZ,Scottsdale,N 64th St,85254,3,2,2124,423.6817326,0.817929293,,,33.587444,-111.943825,899900
AZ,Paradise Valley,E Caron Cir,85253,5,3.5,3685,677.0691995,1.0321,,,33.573795,-111.95091,2495000
AR,Bentonville,Owen Ln,72713,5,3,3105,225.4428341,0.24,,,36.34785,-94.25504,700000
AR,Rogers,White Oak Dr,72756,2,2,2234,199.1942704,0.29,424800,1900,36.313995,-94.02035,445000
AR,Little Rock,Burleigh Cv,72210,3,2,2108,187.3814042,0.45,,,34.71896,-92.47851,395000
AR,Centerton,Olivia Ln,72719,3,2,1525,209.8360656,0.3,319300,1749,36.36944,-94.3042,320000
AR,Decatur,Timberline Ave,72722,3,2,1615,147.9876161,0.42,239500,1540,36.329803,-94.444176,239000
AR,Bella Vista,Lancaster Dr,72715,3,3,3177,264.2429965,0.66,837700,3580,36.473366,-94.27653,839500
AR,Sheridan,Mackenzie Dr,72150,3,2,1505,176.0797342,1.3,,,34.442276,-92.34204,265000
AR,Marion,Elm St,72364,4,3,1771,157.5381141,,253800,1325,35.212486,-90.202965,279000
AR,Texarkana,Meadowridge Cir,71854,4,2,1804,169.5676275,0.28,304700,1303,33.424343,-93.99073,305900
AR,Conway,Friendship Rd,72032,3,3,2550,176.0784314,1,430200,1994,35.132175,-92.494125,449000
AR,Searcy,Country Club Cir,72143,4,3,3162,156.5464896,0.86,493400,2598,35.234898,-91.77462,495000
AR,Little Rock,Kanis Village Dr,72204,4,2,1830,153.0054645,0.18,280200,1298,34.73779,-92.36682,280000
AR,Hot Springs Village,Promesa Ln,71909,3,2,1828,133.9715536,0.3,245400,1724,34.640434,-92.89246,244900
AR,Cabot,Shaded Oaks Dr,72023,3,2,1329,127.9157261,0,169500,1300,34.94917,-92.02202,170000
AR,Conway,Sylar Cir,72034,3,2,1862,160.5800215,0.2,298500,1694,35.05375,-92.470726,299000
AR,Greenbrier,Sandlewood Rd,72058,4,3,2467,201.4592623,5.73,,1494,35.16207,-92.393814,497000
AR,Pine Bluff,W 39th Ave,71603,3,2,1753,74.15858528,0.25,129000,1050,34.189972,-92.02565,130000
AR,Fort Smith,Sycamore St,72916,3,2,1774,174.6899662,0.23,308800,1595,35.268112,-94.34397,309900
AR,Blytheville,W Main St,72315,2,2,1912,73.16945607,0.32,137700,717,35.927734,-89.91117,139900
AR,Decatur,Highway 102,72722,4,3,2930,218.4300341,7.52,,,36.33517,-94.371925,640000
AR,Cabot,Pleasant St,72023,3,2,1568,114.7321429,0.29,180200,1335,34.969303,-92.00676,179900
AR,Cabot,Matthews Ln,72023,3,1,1041,129.6829971,,123800,1062,34.982716,-92.00888,135000
AR,North Little Rock,Prothro St,72117,4,2,1848,62.22943723,0.29,114100,1462,34.755333,-92.21193,115000
AR,Pocahontas,Pyburn Ext,72455,5,3,3718,41.68908015,0.7,150200,2037,36.273228,-91.0044,155000
AR,Hensley,W Hensley Rd,72065,1,2,1210,123.9669421,7.87,148300,1014,34.51361,-92.23558,150000
AR,Little Rock,Alton Ln,72211,4,4,4001,147.2131967,0.27,597800,3854,34.765385,-92.444,589000
AR,Mena,Dogwood Dr,71953,3,2,1770,197.1751412,0.26,,,34.59702,-94.22937,349000
AR,Little Rock,Carlyle Dr,72209,3,2,1118,116.2790698,0.25,98700,1006,34.67368,-92.34018,130000
AR,Fayetteville,S One Mile Rd,72704,3,4,1713,213.076474,0.125,,,36.052773,-94.203156,365000
AR,Austin,Lariat Dr,72007,3,2,1553,138.4417257,0.22,215700,1431,35.01357,-91.98707,215000
AR,Jacksonville,Laurel St,72076,3,1,1300,84.53846154,0.22,,957,34.868893,-92.102646,109900
AR,Hot Springs,Bellaire Dr,71901,3,3,3210,124.4548287,1.47,398100,2604,34.487297,-93.02567,399500
AR,Little Rock,H St,72207,2,2,1282,167.7067083,0.23,215500,1458,34.75977,-92.34371,215000
AR,Augusta,N 12th St,72006,4,4,2671,104.0808686,1.3,278700,895,35.309418,-91.35434,278000
AR,Mansfield,S Division Ave,72944,3,3,2496,119.7916667,0.3443,297500,1895,35.054554,-94.25142,299000
AR,Bentonville,S 86th Pl,72713,4,4,3397,258.9049161,0.34,878800,4619,36.295353,-94.23835,879500
AR,Hot Springs National Park,Yorkshire Dr,71913,4,3,3660,409.8360656,,,2996,34.44993,-93.06266,1500000
AR,Conway,Azalea Loop,72032,4,2,1350,145.1851852,0.44,195400,1450,35.109592,-92.41147,196000
AR,Jonesboro,Beech Grv Dr,72401,3,2,1364,145.9677419,0,196100,1425,35.83726,-90.630356,199100
AR,Conway,Fernwood Dr,72034,3,2,1670,146.7065868,0.3,244700,1599,35.097923,-92.4669,245000
AR,Barling,9th St,72923,3,2,1369,135.8655953,0.2066,184900,1250,35.335606,-94.30571,186000
AR,Waldo,Highway 98,71770,3,2,2199,70.48658481,1.97,153700,1235,33.34697,-93.267815,155000
AR,Little Rock,Whitfield St,72204,3,2,1420,133.0985915,0.18,,925,34.72259,-92.360664,189000
AR,Little Rock,Quercus Cir,72223,5,5,4675,186.9518717,0.21,876500,5766,34.779133,-92.466415,874000
AR,Hot Springs,Wildwood Forest Rd,71913,3,2,2116,174.3856333,0.37,368200,1800,34.450935,-93.12489,369000
AR,Springdale,Tasman Ave,72764,3,2,1280,210.9375,0.1461,268600,1400,36.15596,-94.106445,270000
AR,Cherokee Village,Monongahela Dr,72529,2,2,1170,183.6752137,0.43,214000,1452,36.2781,-91.54816,214900
AR,Conway,Sunny Gap Rd,72032,3,2,1960,155.6122449,1.77,,,35.114845,-92.355774,305000
AR,Russellville,S Commerce Ave,72801,3,2,1900,123.6842105,0.220385675,234000,1350,35.2739,-93.1367,235000
AR,Ozark,E Coal Rd,72949,3,2,1392,42.38505747,2,,675,35.42169,-93.75123,59000
AR,Hot Springs National Park,& 107 Relax Ln,71901,9,10,6678,415.5435759,,,,34.449,-93.04352,2775000
AR,North Little Rock,N Vine St,72114,2,1,1064,65.78947368,0.16,,900,34.760017,-92.25947,70000
AR,Russellville,W 17th St,72801,3,2,1521,78.23800131,,177800,1305,35.263428,-93.13927,119000
AR,North Little Rock,Kay St,72117,2,1,984,96.54471545,0.26,94100,795,34.754166,-92.2074,95000
AR,Quitman,Sunnybrook Cir S,72131,3,1,1000,145,0.3,103100,981,35.387367,-92.20832,145000
AR,Alexander,Appaloosa Cir,72002,4,4,3732,206.2968917,0.96,770100,5133,34.666218,-92.5482,769900
AR,El Dorado,Audubon Dr,71730,4,3,2748,119.9053857,0.445,324400,2082,33.216507,-92.69187,329500
AR,Pea Ridge,Rawlings Cir,72751,4,3,2280,182,0.25,,,36.442966,-94.12656,414960
AR,Little Rock,Doral Dr,72212,3,3,2971,143.0494783,0.68,426100,2413,34.787113,-92.413414,425000
AR,Russellville,E 11th St,72801,3,2,1000,140,0.3,139800,964,35.26867,-93.12293,140000
AR,Little Rock,Angus Ct,72210,3,2,2147,163.0181649,0.48,359600,2398,34.71777,-92.47719,350000
AR,Mountain Home,Hidden Valley Way,72653,3,4,2153,195.0301904,4.86,415600,1599,36.264275,-92.422745,419900
AR,North Little Rock,Lynch Dr,72117,3,2,1222,90.01636661,0.26,108800,1094,34.756943,-92.205956,110000
AR,West Fork,Bloyd St,72774,3,2,1697,203.2999411,0.1488,343300,1784,35.916965,-94.19029,345000
AR,Benton,Highway 5 N,72019,3,1,1092,206.043956,0.23,,,34.60133,-92.54948,225000
AR,Arkadelphia,S 2nd St,71923,2,1,1136,52.25352113,0.21,,,34.11823,-93.04881,59360
AR,Little Rock,S Rock St #908,72201,2,2,1234,267.3419773,0,,,34.745083,-92.26681,329900
AR,Conway,Zachary Trl,72034,3,3,2556,136.9327074,1.99,,,35.00775,-92.46152,350000
AR,Little Rock,Hawthorne Rd,72207,4,3,3055,250.4091653,0.17,766200,4136,34.774445,-92.34765,765000
AR,Mountain View,Ridge Rd,72560,2,2,1162,185.0258176,5,211700,925,35.87969,-91.994286,215000
AR,Hope,W 6th St,71801,3,2,1263,90.97387173,0.24,112800,1069,33.663033,-93.59631,114900
AR,Viola,Pecan St,72583,3,1,864,86.68981481,0.32,,1340,36.397957,-91.98289,74900
AR,Fort Smith,S 24th St,72901,3,3,3094,105.0420168,0.2141,321800,2020,35.375515,-94.40738,325000
AR,Pine Bluff,Whiteville Rd,71603,3,1,1422,103.3755274,1.32,146000,749,34.12937,-92.0846,147000
AR,Little Rock,Lee Ave,72205,3,2,1682,184.3043995,0.13,312000,2249,34.755394,-92.33043,310000
AR,Bryant,Ashlea Place Dr,72022,3,3,2438,144.7908121,,,,34.623524,-92.5051,353000
AR,Fort Smith,S 17th St,72901,3,2,886,146.7257336,0.18,,,35.368313,-94.41508,129999
AR,Hot Springs,Leatherwood Loop,71901,4,2,1344,154.389881,0.15,,,34.458904,-92.95505,207500
AR,Stuttgart,S College St,72160,3,2,2504,19.96805112,0.38,,1773,34.49218,-91.5518,50000
AR,Magnolia,Foster St,71753,4,4,3920,94.3622449,0.82,,,33.283382,-93.22856,369900
AR,Mountain Home,County Road 39,72653,7,6,4440,95.72072072,7.97,422100,2357,36.412495,-92.40209,425000
AR,Mountain Home,W 2nd St,72653,2,3,1484,101.0781671,0.1,149200,1200,36.339813,-92.387276,150000
AR,Bella vista,Kintyre Dr,72715,3,2,1877,386.2546617,0.42,,1599,36.464706,-94.3217,725000
AR,Brookland,County Road 762,72417,4,3,2877,173.7573862,2.02,499200,3175,35.930233,-90.60008,499900
AR,Fayetteville,N Gulley Grove Cir,72703,3,3,2132,254.9249531,0.07,,,36.098637,-94.12982,543500
AR,Little Rock,Gum Springs Rd,72209,3,2,1056,123.1060606,0.25,128900,988,34.70154,-92.335396,130000
AR,Benton,Benton Pkwy,72015,4,3,1981,133.518425,0.96,265900,1550,34.570415,-92.55014,264500
AR,Heber Springs,Morton St,72543,3,2,1656,81.52173913,0.25,124900,1200,35.498074,-92.0411,135000
AR,Benton,298th Hwy,72019,4,3,2250,176.8888889,1.45,,,34.668987,-92.69503,398000
AR,Leslie,Dogbane Dr,72645,1,0,292,171.2328767,10,,999,35.81599,-92.60518,50000
AR,Leslie,Dogbane Dr,72645,1,0,330,151.5151515,10,,,35.812344,-92.6055,50000
AR,Maumelle,Crystal Mountain Dr,72113,3,3,2266,131.9505737,0.29,,,34.828274,-92.40278,299000
AR,Siloam Springs,S Sparrow St,72761,4,2,1729,175.1856564,0.17,,,36.176,-94.49897,302896
AR,Little Rock,Silver Maple Ct,72212,3,2,1700,135.2941176,0.25,230500,1749,34.790565,-92.42263,230000
AR,Jonesboro,Bolt Blvd,72405,5,3,3120,144.1987179,0.360009183,456900,3007,35.89127,-90.64506,449900
AR,Searcy,S Smyrna Rd,72143,3,2,2261,99.51348961,1,224200,1762,35.250557,-91.84512,225000
AR,Little Rock,Highlander Dr,72223,4,2,2323,176.0654326,0.19,410600,2650,34.80031,-92.44908,409000
AR,Barling,Pattie Ln,72923,3,2,1183,105.5790363,0.2136,123600,1599,35.335243,-94.31697,124900
AR,Little Rock,Gunpowder Rd,72227,3,2,1666,125.9903962,0.21,211300,1698,34.772106,-92.38394,209900
AR,Bauxite,Dot Ln,72011,4,2,1939,110.8303249,1.16,214800,1599,34.530937,-92.531425,214900
AR,Jonesboro,Jenni Ln,72404,5,3,4063,147.6495201,0.8,595700,2908,35.789642,-90.7254,599900
AR,Fayetteville,N Double Springs Rd,72704,3,3,2342,181.4688301,1.11,,1825,36.097008,-94.252174,425000
AR,Little Rock,S Izard St,72202,4,1,1538,84.52535761,0.16,,1198,34.73611,-92.28274,130000
AR,Mountain Home,High Country Trl,72653,4,5,744,537.6344086,15,208900,1282,36.24172,-92.34392,400000
AR,Hensley,N Springlake Rd,72065,3,2,1115,107.6233184,1.03,118400,1099,34.548008,-92.31883,120000
AR,Little Rock,N Palm St,72205,3,2,2372,137.0151771,0.16,,,34.7538,-92.32473,325000
AR,Magnolia,Monzingo St,71753,3,2,1429,118.2645206,0.252525253,,,33.283916,-93.23224,169000
AR,Magnolia,Regal Row,71753,3,3,2488,150.6832797,0.48,,,33.265373,-93.19539,374900
AR,Little Rock,W 31st St,72206,2,1,1272,93.55345912,0.14,,903,34.718304,-92.279335,119000
AR,Prairie Grove,S Pittman St,72753,3,1,1115,134.529148,0.3078,150900,1350,35.97363,-94.31385,150000
AR,Russellville,Meadow Rd,72802,4,3,1895,145.0659631,1.6,273700,1400,35.27971,-93.036316,274900
AR,Brookland,Clearwater Dr,72417,4,3,1970,172.5380711,0,331700,1914,35.91256,-90.57545,339900
AR,Bella Vista,Tweedsmuir Ln,72715,3,2,1585,210,0.35,,1599,36.497097,-94.34411,332850
AR,Conway,Fox Trot Dr,72032,3,2,1196,142.1404682,1,169600,1364,35.107224,-92.34833,170000
AR,Alexander,Penny Ln,72002,3,2,1264,162.1835443,0,204500,1546,34.62793,-92.42488,205000
AR,Fayetteville,E Birwin St,72703,1,2,1630,168.7116564,0.58,273800,2100,36.081467,-94.14681,275000
AR,Sulphur Springs,S Black Ave,72768,5,2,1638,100.7326007,0.34,,,36.47844,-94.46065,165000
AR,Siloam Springs,S Sparrow St,72761,4,2,1550,181.5109677,0.17,,,36.17578,-94.49897,281342
AR,Perryville,Oakwood Ln,72126,3,2,1729,150.3759398,0.49,,,35.00505,-92.79276,260000
AR,Henderson,Ducker Ln,72544,4,3,2750,163.6,4,,2433,36.384865,-92.193665,449900
AR,Batesville,Lackey Ln,72501,3,2,1518,115.2173913,1,173300,1250,35.79446,-91.611145,174900
AR,Benton,Edison Ave,72015,4,3,1652,151.2711864,0.48,250400,1350,34.556595,-92.55257,249900
AR,Beebe,S Fir St,72012,2,1,1568,73.34183673,7.35,,,35.06058,-91.88167,115000
AR,Bono,Greg St,72416,3,1,1127,124.1348713,0.24,138400,925,35.915203,-90.80187,139900
AR,Jonesboro,W Strawn Ave,72401,2,2,1320,56.70454545,0,72800,1145,35.829838,-90.71007,74850
AR,Hensley,Henley Ln,72065,4,2,2199,170.0773079,6.06,372200,1569,34.551636,-92.27104,374000
AR,Fort Smith,Webb Way,72916,3,4,3730,158.150134,2.5,586700,3912,35.28122,-94.394844,589900
AR,Jacksonville,Keaton St,72076,3,2,1444,103.8781163,0.2,150600,1214,34.861797,-92.12775,150000
AR,Jonesboro,W Monroe Ave,72401,3,1,1361,63.9235856,0.15,,1374,35.839035,-90.71279,87000
AR,Sherwood,Woodbine Dr,72120,4,2,1619,128.9684991,0.21,210200,1462,34.83832,-92.22317,208800
AR,Springdale,Dorman St,72762,4,3,2348,135.8603066,0.4473,317900,2949,36.176872,-94.15941,319000
AR,Bella Vista,Silverton Ln,72715,2,3,2100,166.1904762,0.29,347800,2100,36.443123,-94.25843,349000
AR,Monette,S Hale St,72447,3,2,1762,153.1782066,0.17,,900,35.888885,-90.34698,269900
AR,West Memphis,White St,72301,3,1,1012,108.5968379,0.2,,925,35.151062,-90.147224,109900
AR,Jonesboro,W Matthews Ave,72401,3,2,1372,65.52478134,0.22,89600,1148,35.836094,-90.71284,89900
AR,Springdale,Sugar Pine St,72762,4,2,1770,204.519774,0.18,,,36.16417,-94.24805,362000
AR,Royal,Woodland Shore Rd,71968,2,2,2648,160.4984894,0.38,,,34.481613,-93.069595,425000
AR,Bryant,Creekside Cv,72022,3,2,2040,156.8627451,0.26,321200,2108,34.646408,-92.49095,320000
AR,Eureka Springs,S Bayshore Dr,72631,4,4,2457,772.8937729,2.25,,2867,36.39987,-93.83633,1899000
AR,Mayflower,Jones Hill Ln,72106,3,2,1500,186,3.02,278600,1740,34.968056,-92.52506,279000
AR,Fort Smith,Colony Ln,72908,3,2,1414,120.2263083,0.2161,168800,1300,35.30518,-94.414276,170000
AR,Jonesboro,Melton Cir,72401,3,3,3383,140.407922,0.41,474000,2494,35.811405,-90.710815,475000
AR,Heber Springs,Pinewood Dr,72543,3,2,1512,102.5132275,0.41,153800,1235,35.518513,-92.02637,155000
AR,Bentonville,SW Hayfield Ave,72713,4,4,3170,209.7791798,0.2,,,36.329296,-94.23109,665000
AR,Jacksonville,Neal St,72076,3,1,875,100,0.23,87900,985,34.875435,-92.1172,87500
AR,Bryant,SE 1st St,72022,3,2,1445,131.4878893,0.18,191900,1494,34.595314,-92.48218,190000
AR,Lowell,Woodland St,72745,4,2,1940,190.7216495,0.23,,,36.262466,-94.18952,370000
AR,Brookland,N Oak St,72417,3,2,1128,150.2659574,0.25,169100,1084,35.90805,-90.58587,169500
AR,Jonesboro,County Road 620,72404,3,2,1575,125.3968254,0.910009183,196000,1494,35.752705,-90.66355,197500
AR,Bella Vista,Ashburton Ln,72715,2,2,1366,193.9970717,0.3,264000,1550,36.468548,-94.251495,265000
AR,Bella Vista,Delmar Ln,72714,3,2,1527,209.5612312,0.43,,1800,36.492085,-94.234505,320000
AR,Little Rock,Lorian Dr,72212,4,4,3903,121.7012554,0.35,475700,3044,34.78284,-92.43981,475000
AR,Fayetteville,S Paddock Loop,72701,3,3,2250,233.3333333,0.14,523300,2697,36.06118,-94.1359,525000
AR,Little Rock,Westcliffe Dr,72210,4,3,2681,193.9574786,3,520000,3454,34.761196,-92.59697,520000
AR,Little Rock,Wagon Wheel Dr,72211,3,2,1825,150.6849315,0.18,279800,1849,34.737694,-92.41561,275000
AR,Greenwood,Mount Harmony Rd,72936,5,2,2436,184.729064,40.86,449200,2677,35.169277,-94.21565,450000
AR,Little Rock,Montrose Cir,72210,4,4,3529,178.4998583,3.03,629600,4082,34.760437,-92.59449,629926
AR,West Memphis,Pearce St,72301,3,2,1343,119.0618019,0.28,157800,925,35.14787,-90.195625,159900
AR,West Memphis,Rich Rd,72301,3,1,1350,72.59259259,0.26,95600,925,35.16193,-90.20176,98000
AR,Jonesboro,Timms St,72401,4,2,1258,107.2337043,0,,,35.820328,-90.66071,134900
AR,Marion,Jerrel Lackey Cv,72364,4,2,1258,115.1828299,0.12,143200,830,35.20464,-90.193344,144900
AR,Centerton,Canyon Maple St,72719,4,4,2839,216.5903487,0.25,,,36.38302,-94.298515,614900
AR,Siloam Springs,W Magnolia St,72761,3,2,1521,196.5811966,0.26,298200,1494,36.16697,-94.54245,299000
AR,Lepanto,Woodland St,72354,2,2,1267,35.51696922,0.17,,1150,35.609486,-90.33392,45000
AR,Maumelle,Marseille Dr,72113,3,3,2222,159.7209721,0.3,355900,2289,34.853413,-92.400696,354900
AR,Jonesboro,Dayton Ave,72401,3,2,1361,110.1396032,0,,,35.819508,-90.661804,149900
AR,Waldron,Huie Ave,72958,3,2,1812,82.78145695,0.5,149500,968,34.89593,-94.09979,150000
AR,Cherokee Village,Menominee Dr,72529,3,2,1148,143.728223,0.69,163900,1094,36.268326,-91.53557,165000
AR,Paragould,S 5th Ave,72450,2,2,1120,84.82142857,0.11,,,36.049465,-90.47939,95000
AR,Waldron,E 6th St,72958,3,1,1284,146.4174455,7.77,187200,1057,34.896374,-94.07249,188000
AR,Heber Springs,Redwood Trl,72543,2,1,1500,133,2.09,197400,799,35.51302,-91.9603,199500
AR,Arkadelphia,S 11th St,71923,3,1,1412,88.52691218,0.24,123300,1235,34.11159,-93.0595,125000
AR,Arkadelphia,S 12th St,71923,3,1,1144,86.53846154,0.31,96500,1235,34.11164,-93.06096,99000
AR,Arkadelphia,N 15th St,71923,3,1,1216,74.01315789,0.3,,1250,34.123535,-93.06533,90000
AR,Arkadelphia,& 1223 Evans St,71923,5,4,2504,63.89776358,0.24,,,34.1273,-93.0625,160000
AR,Arkadelphia,Barkman St,71923,2,1,768,117.1875,0.16,87600,1250,34.122402,-93.07735,90000
AR,Springdale,Als Dr,72762,4,2,3321,1763.023186,33.07,,1847,36.223385,-94.232605,5855000
AR,Conway,Grapevine St,72034,3,2,1811,171.1761458,0.22,309600,1500,35.077126,-92.48996,310000
AR,Arkadelphia,Logan St,71923,2,1,896,94.86607143,0.13,,1250,34.12499,-93.065445,85000
AR,Amity,346th Hwy,71921,1,1,768,200.5208333,3,,,34.27925,-93.36087,154000
AR,Marion,Amy Cir,72364,3,2,1723,138.7115496,,208200,830,35.184013,-90.178856,239000
AR,Fayetteville,W Marble Ridge Dr,72704,3,3,2597,202.1178283,0.23,524600,2629,36.102768,-94.22663,524900
AR,Fort Smith,Utica Pl,72901,3,1,988,149.291498,0.1653,,1175,35.333378,-94.41437,147500
AR,Clinton,Highway 65 N,72031,2,1,950,78.94736842,1.58,,394,35.61509,-92.45935,75000
AR,Maumelle,Lucia Ln,72113,4,3,2600,184.5769231,0.23,,,34.84715,-92.365395,479900
AR,Gassville,Grassy Dr,72635,2,1,750,400,1.47,298600,1259,36.257526,-92.487434,300000
AR,Dardanelle,N 3rd St,72834,4,2,2060,60.67961165,0.7,,,35.0306,-93.22125,125000
AR,Siloam Springs,S Sparrow St,72761,3,2,1201,200.1165695,0.17,,,36.17559,-94.49897,240340
AR,Ola,N 3rd St,72853,4,2,2060,60.67961165,0.7,,,35.034576,-93.221016,125000
AR,Pettigrew,Wagnon Trl,72752,4,2,1729,191.984384,0.14,,,35.965202,-94.317505,331941
AR,Omaha,Chilson Rd,72662,4,3,2892,242.0124481,80,691800,3239,36.367836,-93.13675,699900
AR,Searcy,Holmes Rd,72143,4,5,3915,163.4482759,3,636300,4056,35.265594,-91.76851,639900
AR,Hot Springs National Park,Ohio Dr,71913,3,4,2685,171.2849162,0.12,,,34.42985,-92.957054,459900
AR,Centerton,Bluestem Dr,72719,4,4,2562,181.8750976,0.14,,,36.354504,-94.31918,465964
AR,Springdale,Woodside Ln,72762,3,2,1844,183.2429501,0.1923,338200,1867,36.144287,-94.17023,337900
AR,Little Rock,Wanda Ln,72209,3,2,1455,89.34707904,0.24,129100,1050,34.68271,-92.35499,130000
AR,Rogers,S 3rd St,72758,3,2,1480,191.9256757,0.19,,,36.2892,-94.12215,284050
AR,Little Rock,N Garfield St,72207,3,3,2234,250,0.154958678,,,34.771748,-92.34193,558500
AR,Waldron,Danville Rd,72958,3,3,2530,63.24110672,1.06,158900,1700,34.899017,-94.08851,160000
AR,Jonesboro,Spring Creek Cir,72404,4,4,3305,108.8956127,0.3329,357400,2900,35.818764,-90.73976,359900
AR,Harrison,H Street Ter,72601,4,2,1716,128.1468531,0.41,217200,1722,36.206482,-93.12628,219900
AR,Centerton,Ari Ave,72719,3,2,2050,196.4697561,0.22,401900,2100,36.361965,-94.30586,402763
AR,Little Rock,Maplewood Dr,72211,3,2,1026,134.0155945,0.22,138100,1275,34.74958,-92.39658,137500
AR,Helena,Highland Blvd,72342,4,4,4609,78.10804947,1.5,,,34.51905,-90.59218,360000
AR,Lamar,E Main St,72846,3,2,1337,134.5549738,1,,957,35.42397,-93.385345,179900
AR,Springdale,Little Field Ave,72762,3,2,1968,207.4557927,0.2,407200,1999,36.20605,-94.19154,408273
AR,Little Rock,Beacon St,72207,3,2,2371,142.9776466,0.31,340800,2261,34.772568,-92.34825,339000
AR,Little Rock,Katherine St,72204,3,2,1400,142.1428571,0.176767677,,1099,34.719173,-92.363556,199000
AR,Melbourne,Pilot Knob Rd,72556,5,5,2000,374.95,140,592900,3583,36.093376,-92.0153,749900
AR,Osceola,Marion Cir,72370,4,2,1608,64.67661692,0.180004591,,1473,35.701546,-89.99373,104000
AR,N Little Rock,Regal Dr,72118,4,2,1954,92.11873081,0.38,180600,1533,34.81258,-92.25623,180000
AR,Mountain Home,Cumberland Dr,72653,4,2,1723,86.47707487,0.6,,,36.313435,-92.42341,149000
AR,Greenbrier,Snowden Cir,72058,3,2,1801,132.7040533,1,236400,1500,35.220158,-92.38276,239000
AR,Conway,E Cadron Gap Rd,72032,3,2,2164,149.0295749,0.21,,,35.116905,-92.442444,322500
AR,Mountain Home,Round Up Ln,72653,3,3,2277,140.4918753,1,316900,1599,36.310917,-92.37728,319900
AR,Magnolia,Caldwell St,71753,3,2,1252,35.94249201,0.11,,1200,33.25831,-93.246704,45000
AR,Mountain View,Kahoka Rd,72560,4,4,3328,197.4158654,20.1,650100,2688,35.758636,-91.94638,657000
AR,Sherwood,Ridgelea Ave,72120,3,2,1889,129.698253,0.33,247200,1527,34.834064,-92.19483,245000
AR,Stamps,Columbia Road 17,71860,3,2,2162,87.41905643,1.36,186400,1800,33.166527,-93.45685,189000
AR,Rogers,S 38th St,72758,3,2,1874,190.5016009,0.16,357100,1895,36.271328,-94.170265,357000
AR,Springdale,Terry Ave,72764,3,2,2012,159.0457256,0.48,,,36.155582,-94.13742,320000
AR,Delaware,Foy Ln,72835,3,2,2004,174.6506986,31.73,343300,1029,35.306183,-93.38224,350000
AR,Jonesboro,Casey Springs Rd,72404,4,3,2660,262.7819549,2.43,695800,4505,35.818413,-90.75197,699000
AR,Mountain Home,Gray St,72653,3,2,1056,151.4204545,0.47,157400,1050,36.332127,-92.38903,159900
AR,Mena,Polk Rd #647,71953,3,2,1888,225.1059322,2.92,423500,2037,34.571342,-94.17014,425000
AR,Bella Vista,Burnham Dr,72715,3,2,1900,221,0.26,,,36.462955,-94.27717,419900
AR,Russellville,N Hastings Ave,72801,3,2,1944,126.0288066,0.298324151,243900,1470,35.28818,-93.161934,245000
AR,Marmaduke,Greene Road 520,72443,3,1,1349,88.88065234,0.730004591,,,36.1252,-90.44746,119900
AR,North Little Rock,Arrowhead Rd,72118,3,2,1136,43.92605634,0,,,34.79869,-92.28896,49900
AR,Heber Springs,Huckleberry Trl,72543,4,3,2387,129.451194,1.92,306400,1599,35.487614,-92.01866,309000
AR,Grapevine,Grant #21,72057,3,3,2240,91.47321429,3.87,203900,1599,34.136013,-92.36354,204900
AR,Greenbrier,N Hills Dr,72058,3,2,1404,135.2564103,0,188200,1575,35.250225,-92.39,189900
AR,Centerton,Saddlehorn Dr,72719,4,3,2418,175.7650951,0.22,424000,2199,36.37656,-94.29261,425000
AR,Pea Ridge,Fairway Cir,72751,4,3,2821,207.0010635,0.29,,2999,36.418922,-94.10045,583950
AR,Hot Springs,Barker St,71901,2,2,1370,127.7372263,0.076101928,173400,1009,34.498947,-93.055664,175000
